1 decade april;2 decade april;3 decade april;1 decade may;2 decade may;3 decade may;1 decade june;2 decade june;3 decade june;1 decade july;2 decade july;3 decade july;1 decade august;3 decade august;1 decade september;2 decade september;3 decade september;1 decade october;2 decade october;3 decade october;1 decade november;2 decade november;3 decade november;1 decade december;2 decade december;3 decade december;1 decade january
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0;0
0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0
0;0;0,1;0,1;0,05;0,1;0,1;0,1;0,1;0,1;0,1;0,05;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0;0,05;0,05;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05
0;0;0;0;0;0;0;0;0,06;0,06;0,06;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0;0,1;0,1;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,2;0,15;0,15;0,15;0;0;0;0,3;0,3;0,25;0,2;0,1;0
0;0;0;0;0;0;0;0;0,05;0,1;0,1;0,1;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0,1;0,05;0,05;0,05;0,1;0,05;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,07;0,07;0,05;0,04
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,05;0,05;0,05;0,05;0;0;0;0,1;0,15;0,05;0,05;0,05;0,05;0,05;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0;0;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,15;0,2
0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,08;0,05;0,05;0;0;0;0;0;0;0;0;0
0;0;0;0;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0,1;0;0;0;0;0;0;0;0
0;0;0;0;0,05;0,05;0,05;0,1;0,05;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,05;0,04;0,05
0;0,05;0,05;0,05;0;0;0,05;0,1;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,1;0,1;0,07;0,1
0,1;0,1;0,3;0,3;0,2;0,2;0,15;0,2;0,15;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,4;0,4;0,4;0,4;0,4;0,4;0,3;0,3;0,3
65;67,5;65;70;70;70;70;70;70;70;75;85;48;48;48;48;47,4;48;58,6;58;58;58;58;57;0;39;0
0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,2;0,2;0,2;0,2;0;0,1;0,1;0,1;0,1;3,5;0,15;0,15;0,15;0,15;0,15;0,15;0,15;0,12;0,15
2;2,2;3,2;3,5;3,3;3;3,2;3,2;3,3;3,3;3,3;4;2,5;2;2;2;2;0;3;3;3;3;3;3;0;1,75;2
0,4;0,2;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0;0;0;0;0;0;0;0;0,25;0,25;0,25;0,25;0,25;0,2;0,2
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;0,1;0
4;4;4;4;4;4;4;4;5;5;5;5;3;3;2;2;2;2;2;2;2;2;3;3;0;1,75;2,5
71,4;73,9;72,5;77,8;77,6;77,3;77,5;78;78,8;78,8;83,8;98,5;53,5;53,1;52,1;52,1;51,5;53,5;63,75;63,15;63,4;63,4;64,4;63,4;0,55;42,92;4,85
0;0;0;0;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0,2;0,2;0,2;0,2;0,2;0,2;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2;1,1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0;0,2;0,2;0;0,05;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05
0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0;0;0,05;0,05;0,1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,2;0,2;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0,05;0,05;0,05;0,05;0,05;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0;0,07
0;0;0;0;0;0;0;0;0;0;0,25;0;0;0;0;0,1;0;0;0,15;0,15;0,15;0,1;0,1;0,1;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0,2;0;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0,2;0,2;0,1;0;0;0,05;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05
0;0;0;0;0;0;0,2;0,2;0,15;0,15;0,15;0;0;0;0;0;0;0;0;0;0;0;0,25;0,25;0,15;0,1;0,1
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0,05;0;0,05;0,1;0,1;0,1;0,1;0,2;0,2;0,15;0,1;0,1;0,1;0,1
0;0;0;0;0,05;0,05;0,05;0,1;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,075;0,075;0,075;0,075;0,075;0,07;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,05;0,1;0,1;0,1;0,1;0,15;0;0;0,15;0,15;0,1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,07;0;0;0,15;0,15;0,1;0,2;0,2;0,15;0,1;0,07;0,1
0;0;0;0;0;0,2;0,2;0,2;0,15;0,15;0,15;0,15;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2,5;2,5;2;1,5;2
0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0;0;0,1;0,1;0,1;0,1;0,1;0,07;0,07;0,05;0,05
0;0;0;0;0;0;0,05;0,1;0,05;0,05;0,3;0,3;0;0,1;0,1;0,15;0,1;0,1;0,2;0,2;0,2;0,2;0,15;0,15;0,15;0,15;0,1
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,075;0,075;0,1;0,1;0,1;0,07;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,5;0;0;0,1;0,1;0,1;0,1;0,1;0,07;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,1;0,07;0,07;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0,075;0,075;0,075;0,075;0,075;0,05;0,05;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,5;0,05;0,05;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0,05;0,05;0,05;0,075;0,05;0,05;0;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0,8;0,8;0,8;0,8;0;0,3;0,4;0,4;0;0,4;0;0,45;0,45;0,45;0,45;0,45;0,4;0,3;1
0;0;0;0;0;0;0;0;0;0,15;0,2;0;0;0;0;0,05;0;0;0,1;0,1;0;0;0,05;0,05;0,15;0,1;0,15
0;0;0;0;0;0;0;0;0;0;0,15;0;0;0,05;0,05;0,05;0;0,05;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,1
0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,2;0,15;0,15;0,15;0,15;0,15;0,2;0,2;0,15;0,1;0;0,13
0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;0;0,2;0,2;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0,1;0
0;0;0;0;0;0;0,1;0,1;0,1;0,1;0,2;0,2;0,1;0,05;0,05;0,05;0,15;0,15;0;0,15;0,15;0,15;0,15;0,15;0,15;0,1;0,15
0;0;0;0;0;0;0;0;0;0;0,15;0;0;0;0;0,15;0,1;0,1;0,15;0,1;0;0;0;0,1;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0,2;0,2;0;0;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,15;0,15;0,15;0,15;0,1;0,07;0,01
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1;1,1;1,1;1;0,9;0,7;0,8
0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,15;0,15;0,15;0,15;0,15;0,1;0,07;0,1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0;0;0
0;0;0;0;0;0;0;0;0,05;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,1;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,15;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,2;0,2;0,2;2;0,2;0,3;0;0,15
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;20;20;21,5;20;20;20;20;20;20;20;20;14;14;14;14;14;14;16,8;16,8;16,8;16,8;16;16,8;0;11,4;14
0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1,2;1,2;1,2;1;1;0,6;0;0,4;0,5
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0,7;1
0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;1;1;1;0;0,6;0;0;0,7;0,8;0,9;0,9;0;0;0;0;0;0;0
5;6;6;6;15;15;20;20;19;22;22;0;15;16;15;15;15;16;20;20;26,5;26,5;26,5;30;0;25;30
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13;0,13;0,15;0,1;0,1;0,1;0,1;0,1;0,1;0,07;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,05;0,05;0,05;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;0,15;0,15;0,1;0,1;0,07;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;0,15;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,05;0,05;0,05;0,05;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;29,2;35
30;26;17;12;15;15;15;15;10;15;15;15;6;6;6;6;6;6;7,2;7,2;7,2;7,2;7,2;7,85;0;8;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2,4;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;3;6;4;4;3;2;1;1;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;3;4;1;0,5;0;0;0,3;0,3;0,15;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;10;4;4;5;2;2;1,5;1,5;1,5;1,5;1,8;1,8;3,5;3;3;0;0;0;0
20;1;2;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;17;10;5;5;5;0;0;0;0
8;6;6;8;5;5;5;5;5;5;5;5;2;2,5;1,5;1,5;1,5;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4,2;5
0;0;0;0;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,04;0,05
4;3;4;4;3;3;3;3;3;3;3;3;2;2;1;1;1;1,5;0;0;0;0;0;0;0;0;0
1;3;3;3;3;3;3;3;3;3;3;4;1;1;1;1;1;1;1,2;1,2;1,2;1,2;1;1;0;0,35;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;3;2;0;1;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05;0,05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0
0;3;2;1;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2;1,2;1,2;1,2;0;0;0;0;0
2,65;1,5;4,9;4,75;4,8;5,3;6,4;6,4;5,33;4,18;3,8;4,8;2,55;4,7;3,1;2,17;2,1;3;3;3;3;6,05;5;3,31;2,22;1,28;2,15
0;0;0;0;0;0;7;7;5;2,7;3;5;2;2;2;2;2,5;2;2;2;2;2;0;0;0;0;0
